"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.168368647E2,5.237720180E1,4.878018430E0,1.773650323E1,0.000000000E0,0.000000000E0,3.063206482E1,1.508017540E1
2.178337895E2,5.237720179E1,4.878018480E0,1.773931086E1,0.000000000E0,0.000000000E0,3.121235085E1,1.470447063E1
2.188363473E2,5.237719996E1,4.878018000E0,1.785216201E1,0.000000000E0,0.000000000E0,1.843916321E1,1.452273655E1
2.198363609E2,5.237719998E1,4.878018000E0,1.784587541E1,0.000000000E0,0.000000000E0,1.953951454E1,1.424378967E1
2.208350494E2,5.237719997E1,4.878018020E0,1.784599748E1,0.000000000E0,0.000000000E0,2.066456985E1,1.415621948E1
2.218338304E2,5.237719999E1,4.878018020E0,1.783885640E1,0.000000000E0,0.000000000E0,2.316644287E1,1.442659760E1
2.228361930E2,5.237719999E1,4.878018010E0,1.783940571E1,0.000000000E0,0.000000000E0,2.489944077E1,1.450743675E1
2.238350705E2,5.237720001E1,4.878018000E0,1.783464499E1,0.000000000E0,0.000000000E0,2.967205238E1,1.571809864E1
2.248344807E2,5.237720002E1,4.878018020E0,1.782994530E1,0.000000000E0,0.000000000E0,3.755394363E1,1.879699516E1
2.258350726E2,5.237720004E1,4.878018040E0,1.781670072E1,0.000000000E0,0.000000000E0,4.609777451E1,2.208349037E1
2.268347590E2,5.237720006E1,4.878018060E0,1.780754548E1,0.000000000E0,0.000000000E0,4.915427017E1,2.332492256E1
2.278384535E2,5.237720001E1,4.878018170E0,1.777245026E1,0.000000000E0,0.000000000E0,5.557880783E1,2.488065910E1
2.288365360E2,5.237720002E1,4.878018220E0,1.776250157E1,0.000000000E0,0.000000000E0,5.075458527E1,2.206674385E1
2.298351063E2,5.237719964E1,4.878019230E0,1.801555338E1,0.000000000E0,0.000000000E0,5.073481369E1,2.150889397E1
2.308355870E2,5.237719965E1,4.878019210E0,1.801237956E1,0.000000000E0,0.000000000E0,4.745336914E1,1.906751060E1
2.318342428E2,5.237719963E1,4.878019210E0,1.801829994E1,0.000000000E0,0.000000000E0,4.502249908E1,1.776084900E1
2.328342167E2,5.237719961E1,4.878019360E0,1.796440595E1,0.000000000E0,0.000000000E0,4.010138702E1,1.687206459E1
2.338334484E2,5.237719964E1,4.878019340E0,1.795213792E1,0.000000000E0,0.000000000E0,4.109978867E1,1.698157310E1
2.348341275E2,5.237719965E1,4.878019340E0,1.794450854E1,0.000000000E0,0.000000000E0,4.003777695E1,1.587949562E1
2.358339901E2,5.237719965E1,4.878019390E0,1.793614675E1,0.000000000E0,0.000000000E0,4.085723877E1,1.588442993E1
2.368335127E2,5.237719982E1,4.878018890E0,1.807219406E1,0.000000000E0,0.000000000E0,4.353010559E1,1.616737175E1
2.378340934E2,5.237719984E1,4.878018880E0,1.806175707E1,0.000000000E0,0.000000000E0,3.913261032E1,1.645065880E1
2.388355299E2,5.237720186E1,4.878026090E0,1.783044087E1,0.000000000E0,0.000000000E0,1.494983959E1,1.653983498E1
2.398339130E2,5.237720188E1,4.878026090E0,1.781737937E1,0.000000000E0,0.000000000E0,1.578276730E1,1.696801567E1
2.408355510E2,5.237720219E1,4.878025110E0,1.810570932E1,0.000000000E0,0.000000000E0,1.676062965E1,1.671557999E1
2.418334260E2,5.237720220E1,4.878025180E0,1.808648330E1,0.000000000E0,0.000000000E0,1.856974983E1,1.668317604E1
2.428335517E2,5.237720220E1,4.878025180E0,1.807976943E1,0.000000000E0,0.000000000E0,1.999585915E1,1.606720161E1
2.438335179E2,5.237720222E1,4.878025160E0,1.806908830E1,0.000000000E0,0.000000000E0,2.190572548E1,1.583092403E1
2.448359955E2,5.237720220E1,4.878025190E0,1.807140762E1,0.000000000E0,0.000000000E0,2.435357857E1,1.612000847E1
2.458346253E2,5.237720222E1,4.878025230E0,1.805517232E1,0.000000000E0,0.000000000E0,2.509665489E1,1.563119316E1
2.468336537E2,5.237720223E1,4.878025240E0,1.804345359E1,0.000000000E0,0.000000000E0,2.640008545E1,1.522858906E1
2.478341150E2,5.237720222E1,4.878025300E0,1.802752344E1,0.000000000E0,0.000000000E0,2.882428932E1,1.552541828E1
2.488343981E2,5.237720220E1,4.878025460E0,1.797698639E1,0.000000000E0,0.000000000E0,2.869337845E1,1.595906162E1
2.498383904E2,5.237720220E1,4.878025510E0,1.796661044E1,0.000000000E0,0.000000000E0,3.215250015E1,1.654873466E1
2.508345555E2,5.237720219E1,4.878025520E0,1.795971346E1,0.000000000E0,0.000000000E0,3.066779327E1,1.646574593E1
2.518349257E2,5.237720219E1,4.878025540E0,1.795354892E1,0.000000000E0,0.000000000E0,3.221741104E1,1.640070915E1
2.528356410E2,5.237720220E1,4.878025530E0,1.794762852E1,0.000000000E0,0.000000000E0,3.207207108E1,1.534274483E1
2.538352196E2,5.237720219E1,4.878025570E0,1.793572667E1,0.000000000E0,0.000000000E0,3.298934555E1,1.534114647E1
2.548335516E2,5.237720217E1,4.878025550E0,1.793169831E1,0.000000000E0,0.000000000E0,3.337144470E1,1.565217876E1
2.558338610E2,5.237720217E1,4.878025520E0,1.792992828E1,0.000000000E0,0.000000000E0,3.728965759E1,1.695066261E1
2.568341514E2,5.237720218E1,4.878025510E0,1.792620514E1,0.000000000E0,0.000000000E0,4.227281189E1,1.819318390E1
2.578340888E2,5.237720218E1,4.878025520E0,1.792315339E1,0.000000000E0,0.000000000E0,4.349838638E1,1.805797195E1
2.588344512E2,5.237720198E1,4.878016690E0,1.804680520E1,0.000000000E0,0.000000000E0,2.083849716E1,1.777954292E1
2.598359439E2,5.237720198E1,4.878016690E0,1.804540140E1,0.000000000E0,0.000000000E0,2.216874886E1,1.778738594E1
2.608334825E2,5.237720198E1,4.878016720E0,1.803710063E1,0.000000000E0,0.000000000E0,2.435299110E1,1.812289047E1
2.618346191E2,5.237720198E1,4.878016680E0,1.803655129E1,0.000000000E0,0.000000000E0,2.906574821E1,2.003551674E1
2.628349462E2,5.237720200E1,4.878016740E0,1.802385604E1,0.000000000E0,0.000000000E0,3.441707230E1,2.262773514E1
2.638339200E2,5.237720200E1,4.878016730E0,1.802117049E1,0.000000000E0,0.000000000E0,3.845155334E1,2.380093193E1
2.648360632E2,5.237720200E1,4.878016750E0,1.801634872E1,0.000000000E0,0.000000000E0,4.053817749E1,2.370939827E1
2.658357948E2,5.237720200E1,4.878016760E0,1.800920762E1,0.000000000E0,0.000000000E0,4.491495132E1,2.472219467E1
2.668350862E2,5.237720198E1,4.878016810E0,1.800975693E1,0.000000000E0,0.000000000E0,4.953202820E1,2.531826782E1
2.678362014E2,5.237720198E1,4.878016830E0,1.800774279E1,0.000000000E0,0.000000000E0,4.425287628E1,2.422821426E1
